ID,AREA,DEPENDENCIA,DEPENDENCIA SIMPLIF,NOMBRE ESTABLECIMIENTO,NOMBRE + OTRAS DENOMINACIONES,PROVINCIA,MUNICIPIO / DEPARTAMENTO,LOCALIDAD,DIRECCIÓN,DIRECCIÓN CONCAT,OBS,PÁG PDF,LATITUD,LONGITUD
97,151,UNIDAD MILITAR MARINA,ARMADA,ESCUELA DE SUBOFICIALES DE INFANTERIA DE MARINA (ESIM) ,ESCUELA DE SUBOFICIALES DE INFANTERIA DE MARINA (ESIM) / EL FARO / EL PRENDEDERO,BUENOS AIRES,GRAL. PUEYRREDON,PUNTA MOGOTES,Av. MARTINEZ DE HOZ al 3700 PUNTA MOGOTES · GRAL. PUEYRREDON · BUENOS AIRES,"ESCUELA DE SUBOFICIALES DE INFANTERIA DE MARINA (ESIM) / EL FARO / EL PRENDEDERO, Av. MARTINEZ DE HOZ al 3700 PUNTA MOGOTES · GRAL. PUEYRREDON · BUENOS AIRES, BUENOS AIRES, GRAL. PUEYRREDON, PUNTA MOGOTES",ESPACIO DE MEMORIA creado en 2014 · Sitio señalizado el 15/02/2013 (cartel),19,-37.9475294,-57.7799935
266,151,UNIDAD MILITAR EJERCITO,EJÉRCITO,GRUPO DE ARTILLERIA DE DEFENSA AEREA 601 ,"GRUPO DE ARTILLERIA DE DEFENSA AEREA 601 / UNIDAD DE COMANDO AREA 151 / GADA 601 ""TTE. GRAL. RICCHERI""",BUENOS AIRES,GRAL. PUEYRREDON,CAMET,Ruta Prov. Nº 11 Km 15/500 CAMET · GRAL. PUEYRREDON · BUENOS AIRES,"GRUPO DE ARTILLERIA DE DEFENSA AEREA 601 / UNIDAD DE COMANDO AREA 151 / GADA 601 ""TTE. GRAL. RICCHERI"", Ruta Prov. Nº 11 Km 15/500 CAMET · GRAL. PUEYRREDON · BUENOS AIRES, BUENOS AIRES, GRAL. PUEYRREDON, CAMET",Sitio señalizado el 07/03/2019 (cartel),19,-34.5808009,-58.5054065
1216,151,HOSPITAL PUBLICO,OTROS,HOSPITAL REGIONAL DE MAR DEL PLATA,HOSPITAL REGIONAL DE MAR DEL PLATA,BUENOS AIRES,GRAL. PUEYRREDON,MAR DEL PLATA,Av. JUAN B. JUSTO 6701 MAR DEL PLATA · GRAL. PUEYRREDON · BUENOS AIRES,"HOSPITAL REGIONAL DE MAR DEL PLATA, Av. JUAN B. JUSTO 6701 MAR DEL PLATA · GRAL. PUEYRREDON · BUENOS AIRES, BUENOS AIRES, GRAL. PUEYRREDON, MAR DEL PLATA",,19,-37.9940831,-57.6019477
24,151,UNIDAD MILITAR FUERZA AEREA,FUERZA AÉREA,LA CUEVA (BASE AEREA MILITAR) ,LA CUEVA (BASE AEREA MILITAR) / UNIDAD DE COMANDO AREA FAAA,BUENOS AIRES,GRAL. PUEYRREDON,MAR DEL PLATA,Ruta Nac. Nº 2 Km 400,"LA CUEVA (BASE AEREA MILITAR) / UNIDAD DE COMANDO AREA FAAA, Ruta Nac. Nº 2 Km 400, BUENOS AIRES, GRAL. PUEYRREDON, MAR DEL PLATA",Sitio señalizado el 07/09/2007 (pilares),19,-38.0054771,-57.5426106
203,151,DEPENDENCIA PREFECTURA,FUERZA DE SEGURIDAD FEDERAL,PREFECTURA MAR DEL PLATA,PREFECTURA MAR DEL PLATA,BUENOS AIRES,GRAL. PUEYRREDON,MAR DEL PLATA,"Av. ""A"" s/nº","PREFECTURA MAR DEL PLATA, Av. ""A"" s/nº, BUENOS AIRES, GRAL. PUEYRREDON, MAR DEL PLATA",,19,-38.0388245,-57.540958
1217,151,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,UNIDAD REGIONAL DE MAR DEL PLATA ,UNIDAD REGIONAL DE MAR DEL PLATA / IV UNIDAD REGIONAL,BUENOS AIRES,GRAL. PUEYRREDON,MAR DEL PLATA,ENTRE RIOS 2499,"UNIDAD REGIONAL DE MAR DEL PLATA / IV UNIDAD REGIONAL, ENTRE RIOS 2499, BUENOS AIRES, GRAL. PUEYRREDON, MAR DEL PLATA",,19,-38.0076197,-57.5481229
1218,151,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,COMISARIA DE LOBERIA,COMISARIA DE LOBERIA,BUENOS AIRES,LOBERIA,,Av. SARMIENTO 150,"COMISARIA DE LOBERIA, Av. SARMIENTO 150, BUENOS AIRES, LOBERIA, ",,19,-38.1649596,-58.7844169
581,151,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,COMISARIA 1ª DE NECOCHEA ,COMISARIA 1ª DE NECOCHEA / COMISARIA DEL CENTRO,BUENOS AIRES,NECOCHEA,,Av. 58 Nº 3058,"COMISARIA 1ª DE NECOCHEA / COMISARIA DEL CENTRO, Av. 58 Nº 3058, BUENOS AIRES, NECOCHEA, ",Sitio señalizado el 28/08/2018 (placa),19,-38.5556729,-58.7413031
1215,151,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,COMISARIA DE QUEQUEN ,COMISARIA DE QUEQUEN / COMISARIA 2ª DE NECOCHEA,BUENOS AIRES,NECOCHEA,QUEQUEN,Calle 527 Nº 2448,"COMISARIA DE QUEQUEN / COMISARIA 2ª DE NECOCHEA, Calle 527 Nº 2448, BUENOS AIRES, NECOCHEA, QUEQUEN",,19,-38.5557784,-58.7087949
987,151,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,"SUBCOMISARIA ""VILLA DIAZ VELEZ"" ","SUBCOMISARIA ""VILLA DIAZ VELEZ"" / COMISARIA 3ª DE NECOCHEA / COMISARIA DE LA PLAYA",BUENOS AIRES,NECOCHEA,,Calle 8 Nº 4157,"SUBCOMISARIA ""VILLA DIAZ VELEZ"" / COMISARIA 3ª DE NECOCHEA / COMISARIA DE LA PLAYA, Calle 8 Nº 4157, BUENOS AIRES, NECOCHEA, ",Sitio señalizado el 28/08/2018 (cartel),20,-38.5544968,-58.7396088
546,151,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,COMISARIA DE GRAL. MADARIAGA,COMISARIA DE GRAL. MADARIAGA,BUENOS AIRES,GRAL. JUAN MADARIAGA,,IRIGOYEN 1528,"COMISARIA DE GRAL. MADARIAGA, IRIGOYEN 1528, BUENOS AIRES, GRAL. JUAN MADARIAGA, ",Sitio señalizado el 18/12/2018 (cartel),20,-36.9938242,-57.1286683
565,151,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,COMISARIA DE SAN CLEMENTE DEL TUYU,COMISARIA DE SAN CLEMENTE DEL TUYU,BUENOS AIRES,LA COSTA,SAN CLEMENTE DEL TUYU,Av. SAN MARTIN Nº 581 (dirección actual) SAN CLEMENTE DEL TUYU · LA COSTA (ex GRAL. LAVALLE) · BUENOS AIRES,"COMISARIA DE SAN CLEMENTE DEL TUYU, Av. SAN MARTIN Nº 581 (dirección actual) SAN CLEMENTE DEL TUYU · LA COSTA (ex GRAL. LAVALLE) · BUENOS AIRES, BUENOS AIRES, LA COSTA, SAN CLEMENTE DEL TUYU",Sitio señalizado el 16/12/2018 (placa),20,-36.358924,-56.7277339
197,151,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,COMISARIA DE SANTA TERESITA,COMISARIA DE SANTA TERESITA,BUENOS AIRES,LA COSTA,SANTA TERESITA,Calle 41 y 3,"COMISARIA DE SANTA TERESITA, Calle 41 y 3, BUENOS AIRES, LA COSTA, SANTA TERESITA",,20,-36.544327,-56.690912
1264,152,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,COMISARIA DE PINAMAR,COMISARIA DE PINAMAR,BUENOS AIRES,LA COSTA, PINAMAR ,Av. ARQ. JORGE BUNGE y JUPITER,"COMISARIA DE PINAMAR, Av. ARQ. JORGE BUNGE y JUPITER, BUENOS AIRES, LA COSTA,  PINAMAR ",,20,-36.7376124,-56.6850587
41,160,UNIDAD MILITAR FUERZA AEREA,FUERZA AÉREA,"BRIGADA AEREA VII ""MORON"" ","BRIGADA AEREA VII ""MORON"" / UNIDAD DE COMANDO SUBZONA 16 / UNIDAD DE COMANDO AREA 160",BUENOS AIRES,MORON,CASTELAR,Av. PIERRASTEGUI e/A. PACHE y CNEL. ARENA,"BRIGADA AEREA VII ""MORON"" / UNIDAD DE COMANDO SUBZONA 16 / UNIDAD DE COMANDO AREA 160, Av. PIERRASTEGUI e/A. PACHE y CNEL. ARENA, BUENOS AIRES, MORON, CASTELAR",,20,-34.6554584,-58.6452437
313,160,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,COMISARIA 1ª DE MORON,COMISARIA 1ª DE MORON,BUENOS AIRES,MORON,,BARTOLOME MITRE 939,"COMISARIA 1ª DE MORON, BARTOLOME MITRE 939, BUENOS AIRES, MORON, ",,20,-34.6528,-58.6218257
113,160,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,COMISARIA 2ª DE MORON (HAEDO),COMISARIA 2ª DE MORON (HAEDO),BUENOS AIRES,MORON,HAEDO,TACUARI 690,"COMISARIA 2ª DE MORON (HAEDO), TACUARI 690, BUENOS AIRES, MORON, HAEDO",,20,-34.6470623,-58.5864442
244,160,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,COMISARIA 3ª DE MORON (CASTELAR),COMISARIA 3ª DE MORON (CASTELAR),BUENOS AIRES,MORON,CASTELAR,Av. DEL LIBERTADOR 654,"COMISARIA 3ª DE MORON (CASTELAR), Av. DEL LIBERTADOR 654, BUENOS AIRES, MORON, CASTELAR",,20,-34.6563278,-58.6357944
251,160,HOSPITAL PUBLICO,OTROS,"HOSPITAL ""POSADAS"" ","HOSPITAL ""POSADAS"" / EL CHALET / EL CHALET / HOSPITAL NACIONAL ""PROF. ALEJANDRO POSADAS""",BUENOS AIRES,MORON,EL PALOMAR,Av. MARTINEZ DE HOZ e/Av. MARCONI y PERDRIEL ,"HOSPITAL ""POSADAS"" / EL CHALET / EL CHALET / HOSPITAL NACIONAL ""PROF. ALEJANDRO POSADAS"", Av. MARTINEZ DE HOZ e/Av. MARCONI y PERDRIEL , BUENOS AIRES, MORON, EL PALOMAR",ESPACIO DE MEMORIA creado en 2005 · Sitio señalizado el 29/11/2005 (placa) y el 28/03/2011 (pilares),20,-34.6309347,-58.5747898
302,160,DEPENDENCIA ESTATAL,OTROS,MANSION SERE ,MANSION SERE / QUINTA DE SERE / ATILA / EL RANCHO,BUENOS AIRES,MORON,CASTELAR,BLAS PARERA 45/48 e/ FRAY JUSTO SANTA MARIA DE ORO y ALFREDO BUFANO,"MANSION SERE / QUINTA DE SERE / ATILA / EL RANCHO, BLAS PARERA 45/48 e/ FRAY JUSTO SANTA MARIA DE ORO y ALFREDO BUFANO, BUENOS AIRES, MORON, CASTELAR",ESPACIO DE MEMORIA inaugurado en 2000 · Sitio señalizado el 25/03/2012 (cartel),20,-34.6591986,-58.6598089
678,160,UNIDAD MILITAR FUERZA AEREA,FUERZA AÉREA,"REGIONAL DE INTELIGENCIA ""BUENOS AIRES"" (RIBA)","REGIONAL DE INTELIGENCIA ""BUENOS AIRES"" (RIBA)",BUENOS AIRES,MORON,,GRAL. JOSE DE SAN MARTIN 784 e/ ENTRE RIOS y Pje. JUAN ESNAOLA,"REGIONAL DE INTELIGENCIA ""BUENOS AIRES"" (RIBA), GRAL. JOSE DE SAN MARTIN 784 e/ ENTRE RIOS y Pje. JUAN ESNAOLA, BUENOS AIRES, MORON, ",Sitio señalizado el 12/07/2017 (placa) · Proyecto de Espacio de Memoria,21,-34.6565263,-58.6215158
537,160,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,UNIDAD REGIONAL DE MORON,UNIDAD REGIONAL DE MORON,BUENOS AIRES,MORON,,BARTOLOME MITRE 935,"UNIDAD REGIONAL DE MORON, BARTOLOME MITRE 935, BUENOS AIRES, MORON, ",,21,-34.6527715,-58.6217487
736,161,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,SUBCOMISARIA DE VILLA TESEI ,SUBCOMISARIA DE VILLA TESEI / COMISARIA 2° DE HURLINGHAM (VILLA TESEI) DENOMINACION ACTUAL,BUENOS AIRES,HURLINGHAM,VILLA TESEI,AV. GDOR. VERGARA 2350,"SUBCOMISARIA DE VILLA TESEI / COMISARIA 2° DE HURLINGHAM (VILLA TESEI) DENOMINACION ACTUAL, AV. GDOR. VERGARA 2350, BUENOS AIRES, HURLINGHAM, VILLA TESEI",Sitio señalizado el 03/03/2017 (placa),21,-34.6147252,-58.6345689
79,161,UNIDAD MILITAR FUERZA AEREA,FUERZA AÉREA,"BRIGADA AEREA I ""EL PALOMAR"" ","BRIGADA AEREA I ""EL PALOMAR"" / UNIDAD DE COMANDO SUBZONA 16 / UNIDAD DE COMANDO AREA 161 / LA CASONA",BUENOS AIRES,MORON,EL PALOMAR,Av. TTE. MATIENZO y vías del FCGSM,"BRIGADA AEREA I ""EL PALOMAR"" / UNIDAD DE COMANDO SUBZONA 16 / UNIDAD DE COMANDO AREA 161 / LA CASONA, Av. TTE. MATIENZO y vías del FCGSM, BUENOS AIRES, MORON, EL PALOMAR",Sitio señalizado el 03/07/2018 (cartel),21,-34.6266731,-58.5943604
1273,161,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,COMISARIA 6ª DE MORON (EL PALOMAR) ,COMISARIA 6ª DE MORON (EL PALOMAR) / COMISARIA DE EL PALOMAR,BUENOS AIRES,MORON,EL PALOMAR,GRAL. GALAN 655,"COMISARIA 6ª DE MORON (EL PALOMAR) / COMISARIA DE EL PALOMAR, GRAL. GALAN 655, BUENOS AIRES, MORON, EL PALOMAR",GRAL. GALAN 655 EL PALOMAR · MORON · BUENOS AIRES,21,-34.608558,-58.5962392
1232,161,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,DESTACAMENTO ABANDONADO DE POLICIA CAMINERA ,DESTACAMENTO ABANDONADO DE POLICIA CAMINERA / CONTROL CAMINERO / DESTACAMENTO CAMINERO Nº 21,BUENOS AIRES,MORON,,Ruta Nac. Nº 201 Km 21 (frente a la I Brigada Aérea y al Colegio Militar),"DESTACAMENTO ABANDONADO DE POLICIA CAMINERA / CONTROL CAMINERO / DESTACAMENTO CAMINERO Nº 21, Ruta Nac. Nº 201 Km 21 (frente a la I Brigada Aérea y al Colegio Militar), BUENOS AIRES, MORON, ",,21,-34.6558611,-58.6167212
712,162,UNIDAD MILITAR FUERZA AEREA,FUERZA AÉREA,"BRIGADA AEREA VIII ""MARIANO MORENO"" 0 testimonio","BRIGADA AEREA VIII ""MARIANO MORENO"" 0 testimonio/s UNIDAD DE COMANDO AREA 16A2",BUENOS AIRES,MORON,CUARTEL V,Av. SANTIAGO DERQUI e/GRAL. LAVALLE y BARTOLOME HIDALGO,"BRIGADA AEREA VIII ""MARIANO MORENO"" 0 testimonio/s UNIDAD DE COMANDO AREA 16A2, Av. SANTIAGO DERQUI e/GRAL. LAVALLE y BARTOLOME HIDALGO, BUENOS AIRES, MORON, CUARTEL V",,21,-34.6558611,-58.6167212
77,162,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,COMISARIA 1ª DE MORENO,COMISARIA 1ª DE MORENO,BUENOS AIRES,MORON,,GRAL. MANUEL BELGRANO 588,"COMISARIA 1ª DE MORENO, GRAL. MANUEL BELGRANO 588, BUENOS AIRES, MORON, ",Sitio señalizado el 07/11/2013 (placa),21,-34.6545734,-58.6211121
1044,162,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,DESTACAMENTO DE PASO DEL REY ,DESTACAMENTO DE PASO DEL REY / COMISARIA 5ª DE MORENO (DENOMINACION ACTUAL),BUENOS AIRES,MORON,PASO DEL REY,Bv. ALCORTA 259,"DESTACAMENTO DE PASO DEL REY / COMISARIA 5ª DE MORENO (DENOMINACION ACTUAL), Bv. ALCORTA 259, BUENOS AIRES, MORON, PASO DEL REY",Sitio señalizado el 22/06/2018 (cartel),21,-34.6586811,-58.7595583
1265,162,DEPENDENCIA ESTATAL,OTROS,"INSTITUTO ""MERCEDES DE LASALA Y RIGLOS"" ","INSTITUTO ""MERCEDES DE LASALA Y RIGLOS"" / SECRETARIA DE ESTADO DEL MENOR Y LA FAMILIA (MIN. DE BIENESTAR SOCIAL)",BUENOS AIRES,MORON,,Ruta Prov. Nº 7 Km 35 ,"INSTITUTO ""MERCEDES DE LASALA Y RIGLOS"" / SECRETARIA DE ESTADO DEL MENOR Y LA FAMILIA (MIN. DE BIENESTAR SOCIAL), Ruta Prov. Nº 7 Km 35 , BUENOS AIRES, MORON, ",Sitio señalizado el 19/09/2017 (cartel / cartel rutero),21,-34.6558611,-58.6167212
555,162,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,SUBCOMISARIA DE FRANCISCO ALVAREZ ,SUBCOMISARIA DE FRANCISCO ALVAREZ / COMISARIA 6ª DE MORENO (DENOMINACION ACTUAL),BUENOS AIRES,MORON,,Av. NEMESIO ALVAREZ y MANAGUA FRANCISCO ALVAREZ,"SUBCOMISARIA DE FRANCISCO ALVAREZ / COMISARIA 6ª DE MORENO (DENOMINACION ACTUAL), Av. NEMESIO ALVAREZ y MANAGUA FRANCISCO ALVAREZ, BUENOS AIRES, MORON, ",Sitio señalizado el 07/06/2018 (placa),21,-34.6558611,-58.6167212
672,163,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,COMISARIA 1ª DE MERLO,COMISARIA 1ª DE MERLO,BUENOS AIRES,MERLO,,Av. DEL LIBERTADOR 368 MERLO · BUENOS AIRES,"COMISARIA 1ª DE MERLO, Av. DEL LIBERTADOR 368 MERLO · BUENOS AIRES, BUENOS AIRES, MERLO, ",,22,-34.6705431,-58.7254347
1255,163,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,COMISARIA 3ª DE MERLO (PARQUE SAN MARTIN),COMISARIA 3ª DE MERLO (PARQUE SAN MARTIN),BUENOS AIRES,MERLO,PARQUE SAN MARTIN,MIGUEL MURRAY esq. SAN MARTIN,"COMISARIA 3ª DE MERLO (PARQUE SAN MARTIN), MIGUEL MURRAY esq. SAN MARTIN, BUENOS AIRES, MERLO, PARQUE SAN MARTIN",,22,-34.6858946,-58.7310954
176,163,UNIDAD MILITAR FUERZA AEREA,FUERZA AÉREA,GRUPO 1 DE VIGILANCIA AEREA (GIVA) ,"GRUPO 1 DE VIGILANCIA AEREA (GIVA) / UNIDAD DE COMANDO AREA 163 / GIVA ""MERLO""",BUENOS AIRES,MERLO,,GÜIRALDES y BULNES Ruta Nac. Nº 200 Km 34,"GRUPO 1 DE VIGILANCIA AEREA (GIVA) / UNIDAD DE COMANDO AREA 163 / GIVA ""MERLO"", GÜIRALDES y BULNES Ruta Nac. Nº 200 Km 34, BUENOS AIRES, MERLO, ",,22,-34.6800982,-58.747371
731,Area sin datos,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,BRIGADA DE INVESTIGACIONES DE SANTA ROSA,BRIGADA DE INVESTIGACIONES DE SANTA ROSA,LA PAMPA,CAPITAL,SANTA ROSA,RAUL B. DIAZ y RIO NEGRO,"BRIGADA DE INVESTIGACIONES DE SANTA ROSA, RAUL B. DIAZ y RIO NEGRO, LA PAMPA, CAPITAL, SANTA ROSA",,22,-36.6094462,-64.2899251
730,Area sin datos,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,COMISARIA 1ª DE SANTA ROSA ,COMISARIA 1ª DE SANTA ROSA / UNIDAD REGIONAL I (“SUBZONA 14”),LA PAMPA,CAPITAL,SANTA ROSA,Av. BELGRANO SUR y PADRE A. BUODO,"COMISARIA 1ª DE SANTA ROSA / UNIDAD REGIONAL I (“SUBZONA 14”), Av. BELGRANO SUR y PADRE A. BUODO, LA PAMPA, CAPITAL, SANTA ROSA",,22,-36.620922,-64.2912369
1024,Area sin datos,HOSPITAL PUBLICO,OTROS,"HOSPITAL ""DR. LUCIO MOLAS""","HOSPITAL ""DR. LUCIO MOLAS""",LA PAMPA,CAPITAL,SANTA ROSA,RAUL B. DIAZ y PILCOMAYO,"HOSPITAL ""DR. LUCIO MOLAS"", RAUL B. DIAZ y PILCOMAYO, LA PAMPA, CAPITAL, SANTA ROSA",,22,-36.5986477,-64.2906357
1187,Area sin datos,UNIDAD MILITAR EJERCITO,EJÉRCITO,TIRO FEDERAL DE SANTA ROSA,TIRO FEDERAL DE SANTA ROSA,LA PAMPA,CAPITAL,SANTA ROSA,Ruta Nac. Nº 5,"TIRO FEDERAL DE SANTA ROSA, Ruta Nac. Nº 5, LA PAMPA, CAPITAL, SANTA ROSA",,22,-36.620922,-64.2912369
1280,Area sin datos,DEPENDENCIA SERVICIO PENITENCIARIO FEDERAL,FUERZA DE SEGURIDAD FEDERAL,UNIDAD PENAL 13 DE SANTA ROSA,UNIDAD PENAL 13 DE SANTA ROSA,LA PAMPA,CAPITAL,SANTA ROSA,Av. MARCELO T. DE ALVEAR 351,"UNIDAD PENAL 13 DE SANTA ROSA, Av. MARCELO T. DE ALVEAR 351, LA PAMPA, CAPITAL, SANTA ROSA",,22,-36.6165578,-64.2866132
1023,Area sin datos,UNIDAD PENITENCIARIA FEDERAL,FUERZA DE SEGURIDAD FEDERAL,UNIDAD PENAL 4 DE SANTA ROSA (COLONIA PENAL),UNIDAD PENAL 4 DE SANTA ROSA (COLONIA PENAL),LA PAMPA,CAPITAL,SANTA ROSA,PUEYRREDON 1099,"UNIDAD PENAL 4 DE SANTA ROSA (COLONIA PENAL), PUEYRREDON 1099, LA PAMPA, CAPITAL, SANTA ROSA",,22,-36.6164948,-64.2657668
734,Area sin datos,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,COMISARIA DE CATRILO,COMISARIA DE CATRILO,LA PAMPA,CATRILO,,SAENZ PEÑA y Av. VIALE,"COMISARIA DE CATRILO, SAENZ PEÑA y Av. VIALE, LA PAMPA, CATRILO, ",,22,-36.4058767,-63.4231396
732,Area sin datos,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,COMISARIA DE JACINTO ARAUZ,COMISARIA DE JACINTO ARAUZ,LA PAMPA,HUCAL,,JACINTO ARAUZ,"COMISARIA DE JACINTO ARAUZ, JACINTO ARAUZ, LA PAMPA, HUCAL, ",,22,-38.0831509,-63.4297125
733,Area sin datos,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,PUESTO CAMINERO DE JACINTO ARAUZ,PUESTO CAMINERO DE JACINTO ARAUZ,LA PAMPA,HUCAL,,JACINTO ARAUZ,"PUESTO CAMINERO DE JACINTO ARAUZ, JACINTO ARAUZ, LA PAMPA, HUCAL, ",,23,-38.0760439,-63.3862156
735,Area sin datos,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,COMISARIA 1ª DE GRAL. PICO,COMISARIA 1ª DE GRAL. PICO,LA PAMPA,MARACO,GRAL. PICO,Calle 9 Nº 748,"COMISARIA 1ª DE GRAL. PICO, Calle 9 Nº 748, LA PAMPA, MARACO, GRAL. PICO",,23,-35.6593239,-63.7577887
1186,Area sin datos,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,COMISARIA DE CALEUFU,COMISARIA DE CALEUFU,LA PAMPA,RANCUL,CALEUFU,SIN DIRECCIÓN,"COMISARIA DE CALEUFU, SIN DIRECCIÓN, LA PAMPA, RANCUL, CALEUFU",,23,-35.5946338,-64.5586583
1248,Area sin datos,OTROS,OTROS,CHALET EN CONSTRUCCION ABANDONADO,CHALET EN CONSTRUCCION ABANDONADO,LA PAMPA,TOAY,,PECHO COLORADO 651,"CHALET EN CONSTRUCCION ABANDONADO, PECHO COLORADO 651, LA PAMPA, TOAY, ",,23,-36.6490344,-64.344763
1249,Area sin datos,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,COMISARIA DE TOAY,COMISARIA DE TOAY,LA PAMPA,TOAY,,BME. MITRE 311,"COMISARIA DE TOAY, BME. MITRE 311, LA PAMPA, TOAY, ",,23,-36.6730986,-64.3796841
1025,Area sin datos,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,JEFATURA DE POLICIA DE LA PROVINCIA DE LA PAMPA,JEFATURA DE POLICIA DE LA PROVINCIA DE LA PAMPA,LA PAMPA,CAPITAL,,PELLEGRINI 587,"JEFATURA DE POLICIA DE LA PROVINCIA DE LA PAMPA, PELLEGRINI 587, LA PAMPA, CAPITAL, ",,23,-36.4973493,-64.2424804
663,400,ESTABLECIMIENTO PRIVADO,OTROS,CLUB SIDERCA ,CLUB SIDERCA / CLUB VILLA DALMINE,BUENOS AIRES,CAMPANA,,CHICLANA 209 y GÜEMES,"CLUB SIDERCA / CLUB VILLA DALMINE, CHICLANA 209 y GÜEMES, BUENOS AIRES, CAMPANA, ",Parque Industrial de Campana _ instalaciones propiedad de la empresa Dálmine-Siderca S.A.I.C. _ frente a Tiro Federal,24,-34.1598724,-58.9672336
69,400,DEPENDENCIA POLICIA PROVINCIAL,FUERZA DE SEGURIDAD PROVINCIAL,COMISARIA DE CAMPANA,COMISARIA DE CAMPANA,BUENOS AIRES,CAMPANA,,RAWSON 362 e/MITRE y 9 DE JULIO,"COMISARIA DE CAMPANA, RAWSON 362 e/MITRE y 9 DE JULIO, BUENOS AIRES, CAMPANA, ",Sitio señalizado el 16/07/2021 (placa),24,-34.7183357,-58.2562845
234,400,UNIDAD MILITAR EJERCITO,EJÉRCITO,EL TOLUENO ,EL TOLUENO / UNIDAD DE COMANDO AREA 400 / FABRICA MILITAR DE TOLUENO SINTETICO,BUENOS AIRES,CAMPANA,,Av. INDEPENDENCIA e HIPOLITO YRIGOYEN ,"EL TOLUENO / UNIDAD DE COMANDO AREA 400 / FABRICA MILITAR DE TOLUENO SINTETICO, Av. INDEPENDENCIA e HIPOLITO YRIGOYEN , BUENOS AIRES, CAMPANA, ",,24,-34.1699032,-58.9597738
983,400,ESTABLECIMIENTO PRIVADO,OTROS,FUNDACION OTAMENDI,FUNDACION OTAMENDI,BUENOS AIRES,CAMPANA,,Ruta Nac. Nº 9 Km 68,"FUNDACION OTAMENDI, Ruta Nac. Nº 9 Km 68, BUENOS AIRES, CAMPANA, ",Predio ubicado dentro de la Reserva Natural _ e/Campana y Escobar,24,-34.2276548,-58.9076415
379,400,HOSPITAL PUBLICO,OTROS,HOSPITAL DE CAMPANA ,"HOSPITAL DE CAMPANA / HOSPITAL MUNICIPAL ""SAN JOSE"" NO INCLUIDO EN ANEXO 2006",BUENOS AIRES,CAMPANA,,JACOB 350,"HOSPITAL DE CAMPANA / HOSPITAL MUNICIPAL ""SAN JOSE"" NO INCLUIDO EN ANEXO 2006, JACOB 350, BUENOS AIRES, CAMPANA, ",,24,-34.1679244,-58.9492809
